YYYY,MM,DD,Latitude,Longitude,AOD1,AOD3,STD3,Time
2014,11,1,38.762,9.058,0.12,0.154,0.083,1
2014,11,3,38.762,9.058,0.1,0.132,0.06,1
2014,11,4,38.762,9.058,-1.0,0.057,0.028,1
2014,11,5,38.762,9.058,-1.0,0.103,0.05,1
2014,11,6,38.762,9.058,-1.0,0.047,0.018000000000000002,1
2014,11,7,38.762,9.058,-1.0,0.135,-1.0,1
2014,11,8,38.762,9.058,-1.0,0.154,0.026,1
2014,11,10,38.762,9.058,0.05,0.128,0.087,1
2014,11,28,38.762,9.058,-1.0,0.079,0.044,1
2014,12,3,38.762,9.058,0.07,0.114,0.093,1
2014,12,5,38.762,9.058,0.09,0.114,0.054000000000000006,1
2014,12,10,38.762,9.058,0.11,0.12,0.084,1
2014,12,12,38.762,9.058,0.08,0.136,0.091,1
2014,12,14,38.762,9.058,-1.0,0.149,0.124,1
2014,12,15,38.762,9.058,-1.0,0.107,0.031,1
2014,12,16,38.762,9.058,-1.0,0.165,0.054000000000000006,1
2014,12,18,38.762,9.058,-1.0,0.17800000000000002,0.039,1
2014,12,19,38.762,9.058,-1.0,0.22,0.068,1
2014,12,21,38.762,9.058,-1.0,0.254,0.046,1
2014,12,22,38.762,9.058,-1.0,0.215,-1.0,1
2014,12,23,38.762,9.058,-1.0,0.17800000000000002,0.061,1
2014,12,25,38.762,9.058,-1.0,0.14300000000000002,0.034,1
2014,12,26,38.762,9.058,-1.0,0.198,0.048,1
2014,12,28,38.762,9.058,-1.0,0.266,0.122,1
2014,12,29,38.762,9.058,-1.0,0.115,-1.0,1
2014,12,30,38.762,9.058,-1.0,0.255,-1.0,1
2014,12,31,38.762,9.058,-1.0,0.128,0.041,1
2015,1,2,38.762,9.058,-1.0,0.108,0.096,1
2015,1,4,38.762,9.058,0.1,0.196,0.079,1
2015,1,6,38.762,9.058,-1.0,0.201,0.111,1
2015,1,7,38.762,9.058,-1.0,0.195,0.015,1
2015,1,8,38.762,9.058,-1.0,0.165,0.081,1
2015,1,9,38.762,9.058,0.07,0.064,0.023,1
2015,1,10,38.762,9.058,-1.0,0.267,0.021,1
2015,1,14,38.762,9.058,-1.0,0.125,0.016,1
2015,1,15,38.762,9.058,-1.0,0.16,0.079,1
2015,1,16,38.762,9.058,-1.0,0.109,0.046,1
2015,1,17,38.762,9.058,-1.0,0.175,0.05,1
2015,1,18,38.762,9.058,-1.0,0.232,0.034,1
2015,1,22,38.762,9.058,0.23,0.134,0.098,1
2015,1,23,38.762,9.058,-1.0,0.068,0.043,1
2015,1,24,38.762,9.058,-1.0,0.243,0.061,1
2015,1,25,38.762,9.058,0.09,0.104,0.033,1
2015,1,26,38.762,9.058,-1.0,0.226,-1.0,1
2015,1,27,38.762,9.058,-1.0,0.173,0.131,1
2015,1,29,38.762,9.058,-1.0,0.271,-1.0,1
2015,1,30,38.762,9.058,-1.0,0.036000000000000004,0.034,1
2015,1,31,38.762,9.058,-1.0,0.285,-1.0,1
2015,2,1,38.762,9.058,-1.0,0.054000000000000006,0.042,1
2015,2,3,38.762,9.058,-1.0,0.109,0.046,1
2015,2,5,38.762,9.058,-1.0,0.183,0.102,1
2015,2,7,38.762,9.058,-1.0,0.266,0.118,1
2015,2,8,38.762,9.058,-1.0,0.14800000000000002,-1.0,1
2015,2,9,38.762,9.058,-1.0,0.174,-1.0,1
2015,2,10,38.762,9.058,0.05,0.052000000000000005,0.017,1
2015,2,12,38.762,9.058,0.05,0.115,0.093,1
2015,2,14,38.762,9.058,-1.0,0.248,0.123,1
2015,2,15,38.762,9.058,-1.0,0.193,0.019,1
2015,2,19,38.762,9.058,0.08,0.12,0.054000000000000006,1
2015,2,26,38.762,9.058,-1.0,0.08900000000000001,0.075,1
2015,2,28,38.762,9.058,0.18,0.207,0.111,1
2015,3,2,38.762,9.058,-1.0,0.414,0.115,1
2015,3,5,38.762,9.058,-1.0,0.078,0.044,1
2015,3,7,38.762,9.058,0.17,0.102,0.07400000000000001,1
2015,3,9,38.762,9.058,0.08,0.222,0.142,1
2015,3,11,38.762,9.058,-1.0,0.222,0.08900000000000001,1
2015,3,14,38.762,9.058,0.09,0.092,0.03,1
2015,3,16,38.762,9.058,0.1,0.175,0.127,1
2015,3,18,38.762,9.058,-1.0,0.4,0.233,1
2015,3,31,38.762,9.058,-1.0,0.28,0.035,1
2015,4,1,38.762,9.058,0.13,0.14800000000000002,0.085,1
2015,4,3,38.762,9.058,-1.0,0.149,-1.0,1
2015,4,5,38.762,9.058,-1.0,0.9,-1.0,1
2015,4,8,38.762,9.058,0.26,0.205,0.081,1
2015,4,10,38.762,9.058,-1.0,0.399,-1.0,1
2015,4,19,38.762,9.058,0.28,0.343,0.052000000000000005,1
2015,4,21,38.762,9.058,-1.0,0.416,-1.0,1
2015,4,23,38.762,9.058,-1.0,0.17600000000000002,0.087,1
2015,4,24,38.762,9.058,-1.0,0.334,-1.0,1
2015,4,25,38.762,9.058,-1.0,0.354,-1.0,1
2015,4,28,38.762,9.058,-1.0,0.222,-1.0,1
2015,4,29,38.762,9.058,-1.0,0.111,0.071,1
2015,4,30,38.762,9.058,-1.0,0.268,-1.0,1
2015,5,1,38.762,9.058,0.24,0.206,0.054000000000000006,1
2015,5,2,38.762,9.058,-1.0,0.339,0.054000000000000006,1
2015,5,18,38.762,9.058,-1.0,0.219,0.03,1
2015,5,21,38.762,9.058,-1.0,0.4,0.033,1
2015,6,4,38.762,9.058,0.26,0.297,0.06,1
2015,6,6,38.762,9.058,-1.0,0.229,-1.0,1
2015,6,8,38.762,9.058,-1.0,0.675,-1.0,1
2015,6,10,38.762,9.058,-1.0,0.539,-1.0,1
2015,6,13,38.762,9.058,-1.0,0.7090000000000001,0.033,1
2015,6,15,38.762,9.058,-1.0,0.713,-1.0,1
2015,6,20,38.762,9.058,-1.0,0.211,0.076,1
2015,7,12,38.762,9.058,-1.0,0.361,-1.0,1
2015,7,19,38.762,9.058,-1.0,0.452,0.026,1
2015,7,24,38.762,9.058,-1.0,0.51,-1.0,1
2015,7,28,38.762,9.058,-1.0,0.424,0.025,1
2015,7,29,38.762,9.058,-1.0,0.373,0.069,1
2015,8,13,38.762,9.058,-1.0,0.445,0.036000000000000004,1
2015,8,21,38.762,9.058,-1.0,0.289,-1.0,1
2015,8,22,38.762,9.058,-1.0,0.18600000000000005,-1.0,1
2015,8,23,38.762,9.058,-1.0,0.337,0.065,1
2015,9,5,38.762,9.058,-1.0,0.5920000000000001,0.016,1
2015,9,21,38.762,9.058,-1.0,0.385,0.036000000000000004,1
2015,9,24,38.762,9.058,0.39,0.333,0.044,1
2015,9,26,38.762,9.058,-1.0,0.433,-1.0,1
2015,9,30,38.762,9.058,-1.0,0.151,0.027000000000000003,1
2015,10,1,38.762,9.058,0.11,0.121,0.041,1
2015,10,8,38.762,9.058,-1.0,0.17800000000000002,0.01,1
2015,10,9,38.762,9.058,-1.0,0.173,-1.0,1
2015,10,10,38.762,9.058,0.26,0.266,0.003,1
2015,10,14,38.762,9.058,-1.0,0.3670000000000001,-1.0,1
2015,10,15,38.762,9.058,-1.0,0.182,0.024,1
2015,10,16,38.762,9.058,-1.0,0.158,0.07400000000000001,1
2015,10,17,38.762,9.058,0.15,0.147,0.01,1
2015,10,18,38.762,9.058,-1.0,0.204,0.009000000000000001,1
2015,10,22,38.762,9.058,-1.0,0.111,-1.0,1
2015,10,23,38.762,9.058,0.25,0.317,0.059,1
2015,10,24,38.762,9.058,-1.0,0.115,0.04,1
2015,10,25,38.762,9.058,-1.0,0.152,-1.0,1
2015,11,9,38.762,9.058,-1.0,0.172,-1.0,1
2015,11,10,38.762,9.058,-1.0,0.284,-1.0,1
2015,11,14,38.762,9.058,-1.0,0.1,0.039,1
2015,11,15,38.762,9.058,0.06,0.105,0.062,1
2015,11,18,38.762,9.058,0.08,0.096,0.057,1
2015,11,20,38.762,9.058,0.09,0.094,0.044,1
2015,11,22,38.762,9.058,0.07,0.146,0.107,1
2015,11,23,38.762,9.058,-1.0,0.08800000000000001,0.029,1
2015,11,24,38.762,9.058,-1.0,0.163,0.076,1
2015,11,25,38.762,9.058,-1.0,0.195,-1.0,1
2015,11,26,38.762,9.058,-1.0,0.188,0.065,1
2015,11,29,38.762,9.058,-1.0,0.114,0.095,1
2015,12,2,38.762,9.058,-1.0,0.17600000000000002,0.058,1
2015,12,3,38.762,9.058,-1.0,0.168,0.085,1
2015,12,4,38.762,9.058,0.13,0.125,0.073,1
2015,12,5,38.762,9.058,-1.0,0.174,0.044,1
2015,12,17,38.762,9.058,-1.0,0.08900000000000001,-1.0,1
2015,12,20,38.762,9.058,-1.0,0.294,-1.0,1
2015,12,21,38.762,9.058,-1.0,0.184,-1.0,1
2015,12,22,38.762,9.058,0.1,0.14,0.076,1
2015,12,24,38.762,9.058,0.1,0.119,0.08,1
2015,12,29,38.762,9.058,-1.0,0.22,0.008,1
2015,12,31,38.762,9.058,-1.0,0.211,0.119,1
2016,1,2,38.762,9.058,-1.0,0.109,-1.0,1
2016,1,3,38.762,9.058,-1.0,0.066,-1.0,1
2016,1,5,38.762,9.058,-1.0,0.062,0.056,1
2016,1,7,38.762,9.058,-1.0,0.085,-1.0,1
2016,1,9,38.762,9.058,0.36,0.273,0.101,1
2016,1,18,38.762,9.058,-1.0,0.227,0.133,1
2016,1,20,38.762,9.058,-1.0,0.14400000000000002,-1.0,1
2016,1,21,38.762,9.058,-1.0,0.16399999999999998,-1.0,1
2016,1,22,38.762,9.058,-1.0,0.18600000000000005,0.023,1
2016,1,23,38.762,9.058,-1.0,0.274,0.058,1
2016,1,25,38.762,9.058,0.13,0.122,0.109,1
2016,1,26,38.762,9.058,-1.0,0.106,0.032,1
2016,1,27,38.762,9.058,-1.0,0.276,-1.0,1
2016,2,3,38.762,9.058,-1.0,0.096,0.048,1
2016,2,4,38.762,9.058,-1.0,0.059,0.036000000000000004,1
2016,2,5,38.762,9.058,-1.0,0.054000000000000006,0.045,1
2016,2,6,38.762,9.058,0.13,0.116,0.029,1
2016,2,7,38.762,9.058,-1.0,0.153,0.121,1
2016,2,8,38.762,9.058,-1.0,0.308,0.046,1
2016,2,10,38.762,9.058,0.21,0.207,0.117,1
2016,2,11,38.762,9.058,-1.0,0.227,0.042,1
2016,2,12,38.762,9.058,-1.0,0.123,0.103,1
2016,2,13,38.762,9.058,0.11,0.102,0.032,1
2016,2,14,38.762,9.058,-1.0,0.099,0.08900000000000001,1
2016,2,15,38.762,9.058,0.11,0.139,0.066,1
2016,2,17,38.762,9.058,-1.0,0.391,0.07400000000000001,1
2016,2,28,38.762,9.058,-1.0,0.103,0.08,1
2016,2,29,38.762,9.058,-1.0,0.057,0.055,1
2016,3,1,38.762,9.058,-1.0,0.057,0.068,1
2016,3,2,38.762,9.058,-1.0,0.12,0.085,1
2016,3,6,38.762,9.058,-1.0,0.16,-1.0,1
2016,3,7,38.762,9.058,-1.0,0.304,-1.0,1
2016,3,13,38.762,9.058,-1.0,0.198,0.053,1
2016,3,14,38.762,9.058,0.09,0.066,0.028,1
2016,3,15,38.762,9.058,-1.0,0.161,0.11,1
2016,3,16,38.762,9.058,-1.0,0.07,0.047,1
2016,3,17,38.762,9.058,0.03,0.07200000000000001,0.042,1
2016,3,18,38.762,9.058,-1.0,0.208,-1.0,1
2016,3,29,38.762,9.058,-1.0,0.25,0.034,1
2016,4,9,38.762,9.058,-1.0,0.19,-1.0,1
2016,4,19,38.762,9.058,-1.0,0.237,0.028,1
2016,4,21,38.762,9.058,-1.0,0.224,-1.0,1
2016,5,5,38.762,9.058,-1.0,0.16899999999999998,-1.0,1
2016,5,14,38.762,9.058,0.17,0.191,0.047,1
2016,5,16,38.762,9.058,0.16,0.168,0.047,1
2016,5,19,38.762,9.058,-1.0,0.234,0.013,1
2016,5,20,38.762,9.058,-1.0,0.236,0.046,1
2016,5,21,38.762,9.058,0.25,0.277,0.108,1
2016,5,23,38.762,9.058,-1.0,0.273,0.052000000000000005,1
2016,6,1,38.762,9.058,-1.0,0.285,0.058,1
2016,6,4,38.762,9.058,-1.0,0.364,-1.0,1
2016,6,12,38.762,9.058,0.34,0.341,0.081,1
2016,6,13,38.762,9.058,-1.0,0.306,0.065,1
2016,6,15,38.762,9.058,-1.0,0.35200000000000004,0.069,1
2016,6,26,38.762,9.058,-1.0,0.482,-1.0,1
2016,7,1,38.762,9.058,-1.0,0.782,-1.0,1
2016,7,17,38.762,9.058,-1.0,0.401,0.052000000000000005,1
2016,7,19,38.762,9.058,-1.0,0.534,0.046,1
2016,9,5,38.762,9.058,0.28,0.326,0.038,1
2016,9,12,38.762,9.058,-1.0,0.294,-1.0,1
2016,10,3,38.762,9.058,-1.0,0.139,0.041,1
2016,10,4,38.762,9.058,-1.0,0.16699999999999998,-1.0,1
2016,10,7,38.762,9.058,0.21,0.231,0.025,1
2016,10,8,38.762,9.058,-1.0,0.039,-1.0,1
2016,10,9,38.762,9.058,-1.0,0.2,0.034,1
2016,10,10,38.762,9.058,-1.0,0.135,0.026,1
2016,10,25,38.762,9.058,-1.0,0.16699999999999998,0.014,1
2016,10,26,38.762,9.058,-1.0,0.081,0.023,1
2016,10,27,38.762,9.058,-1.0,0.179,0.014,1
2016,10,30,38.762,9.058,0.06,0.116,0.093,1
2016,11,1,38.762,9.058,0.1,0.113,0.064,1
2016,11,2,38.762,9.058,-1.0,0.071,0.039,1
2016,11,3,38.762,9.058,-1.0,0.134,0.04,1
2016,11,4,38.762,9.058,-1.0,0.129,0.073,1
2016,11,5,38.762,9.058,-1.0,0.213,-1.0,1
2016,11,6,38.762,9.058,0.09,0.098,0.027000000000000003,1
2016,11,10,38.762,9.058,-1.0,0.14300000000000002,0.071,1
2016,11,11,38.762,9.058,-1.0,0.025,-1.0,1
2016,11,13,38.762,9.058,-1.0,0.237,-1.0,1
2016,11,15,38.762,9.058,0.07,0.122,0.063,1
2016,11,20,38.762,9.058,-1.0,0.129,-1.0,1
2016,11,21,38.762,9.058,-1.0,0.238,-1.0,1
2016,11,22,38.762,9.058,0.14,0.153,0.01,1
2016,11,24,38.762,9.058,-1.0,0.445,-1.0,1
2016,11,29,38.762,9.058,-1.0,0.059,0.037000000000000005,1
2016,12,3,38.762,9.058,0.02,0.069,0.04,1
2016,12,4,38.762,9.058,-1.0,0.023,0.027000000000000003,1
2016,12,5,38.762,9.058,-1.0,0.08,0.07200000000000001,1
2016,12,6,38.762,9.058,-1.0,0.079,0.055,1
2016,12,7,38.762,9.058,-1.0,0.145,-1.0,1
2016,12,8,38.762,9.058,0.08,0.125,0.08199999999999999,1
2016,12,10,38.762,9.058,0.1,0.133,0.085,1
2016,12,12,38.762,9.058,-1.0,0.17,0.08199999999999999,1
2016,12,13,38.762,9.058,-1.0,0.08800000000000001,0.021,1
2016,12,14,38.762,9.058,-1.0,0.098,0.04,1
2016,12,15,38.762,9.058,-1.0,0.147,0.075,1
2016,12,17,38.762,9.058,-1.0,0.19,0.13,1
2016,12,19,38.762,9.058,-1.0,0.172,0.102,1
2016,12,20,38.762,9.058,-1.0,0.052000000000000005,0.035,1
2016,12,23,38.762,9.058,-1.0,0.156,-1.0,1
2016,12,24,38.762,9.058,0.06,0.096,0.075,1
2016,12,26,38.762,9.058,-1.0,0.273,-1.0,1
2016,12,27,38.762,9.058,0.08,0.066,0.032,1
2016,12,28,38.762,9.058,-1.0,0.219,0.01,1
2016,12,29,38.762,9.058,-1.0,0.085,0.045,1
2016,12,30,38.762,9.058,-1.0,0.159,-1.0,1
2016,12,31,38.762,9.058,-1.0,0.123,0.069,1
2017,1,2,38.762,9.058,-1.0,0.163,0.098,1
2017,1,12,38.762,9.058,-1.0,0.023,0.01,1
2017,1,13,38.762,9.058,-1.0,0.259,-1.0,1
2017,1,14,38.762,9.058,-1.0,0.109,0.024,1
2017,1,16,38.762,9.058,-1.0,0.208,0.076,1
2017,1,18,38.762,9.058,-1.0,0.285,0.063,1
2017,1,20,38.762,9.058,-1.0,0.266,0.05,1
2017,1,21,38.762,9.058,0.13,0.142,0.019,1
2017,1,22,38.762,9.058,-1.0,0.3,-1.0,1
2017,1,23,38.762,9.058,0.06,0.112,0.084,1
2017,1,25,38.762,9.058,0.13,0.24,0.09,1
2017,1,27,38.762,9.058,-1.0,0.222,0.095,1
2017,1,28,38.762,9.058,-1.0,0.116,-1.0,1
2017,1,29,38.762,9.058,-1.0,0.28,-1.0,1
2017,1,30,38.762,9.058,-1.0,0.081,0.042,1
2017,1,31,38.762,9.058,-1.0,0.266,-1.0,1
2017,2,1,38.762,9.058,0.14,0.19,0.096,1
2017,2,3,38.762,9.058,-1.0,0.14800000000000002,0.177,1
2017,2,6,38.762,9.058,-1.0,0.085,0.066,1
2017,2,8,38.762,9.058,-1.0,0.1,0.017,1
2017,2,10,38.762,9.058,0.12,0.192,0.086,1
2017,2,12,38.762,9.058,-1.0,0.425,-1.0,1
2017,2,21,38.762,9.058,-1.0,0.25,-1.0,1
2017,2,22,38.762,9.058,-1.0,0.166,0.013,1
2017,2,23,38.762,9.058,-1.0,0.3720000000000001,-1.0,1
2017,3,2,38.762,9.058,-1.0,0.263,-1.0,1
2017,3,3,38.762,9.058,-1.0,0.172,0.037000000000000005,1
2017,3,4,38.762,9.058,-1.0,0.119,0.134,1
2017,3,5,38.762,9.058,0.11,0.138,0.085,1
2017,3,7,38.762,9.058,-1.0,0.232,0.096,1
2017,3,9,38.762,9.058,-1.0,0.422,-1.0,1
2017,3,10,38.762,9.058,-1.0,0.085,0.045,1
2017,3,11,38.762,9.058,-1.0,0.147,0.17,1
2017,3,12,38.762,9.058,0.03,0.118,0.085,1
2017,3,14,38.762,9.058,0.07,0.204,0.128,1
2017,3,16,38.762,9.058,-1.0,0.294,0.141,1
2017,3,21,38.762,9.058,-1.0,0.128,0.013,1
2017,3,26,38.762,9.058,0.13,0.154,0.025,1
2017,4,1,38.762,9.058,-1.0,0.267,-1.0,1
2017,4,4,38.762,9.058,-1.0,0.098,0.029,1
2017,4,6,38.762,9.058,0.03,0.098,0.07400000000000001,1
2017,4,8,38.762,9.058,-1.0,0.269,-1.0,1
2017,4,9,38.762,9.058,-1.0,0.099,-1.0,1
2017,4,10,38.762,9.058,-1.0,0.282,-1.0,1
2017,4,11,38.762,9.058,0.0,0.063,0.057,1
2017,4,12,38.762,9.058,-1.0,0.152,0.15,1
2017,4,13,38.762,9.058,0.02,0.083,0.05,1
2017,4,17,38.762,9.058,-1.0,0.307,-1.0,1
2017,4,22,38.762,9.058,-1.0,0.048,-1.0,1
2017,5,1,38.762,9.058,-1.0,0.32299999999999995,-1.0,1
2017,6,2,38.762,9.058,0.4,0.47,0.095,1
2017,6,4,38.762,9.058,-1.0,0.5539999999999999,0.071,1
2017,6,6,38.762,9.058,-1.0,0.47,-1.0,1
2017,6,7,38.762,9.058,-1.0,0.248,-1.0,1
2017,6,9,38.762,9.058,-1.0,0.305,0.037000000000000005,1
2017,6,11,38.762,9.058,-1.0,0.431,-1.0,1
2017,6,14,38.762,9.058,-1.0,0.124,-1.0,1
2017,6,15,38.762,9.058,-1.0,0.226,0.055,1
2017,6,16,38.762,9.058,-1.0,0.289,0.07400000000000001,1
2017,6,20,38.762,9.058,-1.0,0.379,0.175,1
2017,6,22,38.762,9.058,-1.0,0.506,0.015,1
2017,6,23,38.762,9.058,-1.0,0.588,-1.0,1
2017,7,1,38.762,9.058,-1.0,0.64,-1.0,1
2017,7,10,38.762,9.058,-1.0,0.639,-1.0,1
2017,7,18,38.762,9.058,-1.0,0.504,-1.0,1
2017,7,29,38.762,9.058,-1.0,0.506,0.084,1
2017,8,21,38.762,9.058,0.28,0.343,0.073,1
2017,9,8,38.762,9.058,0.47,0.474,0.006,1
2017,10,1,38.762,9.058,-1.0,0.36,-1.0,1
2017,10,4,38.762,9.058,-1.0,0.039,0.02,1
2017,10,5,38.762,9.058,-1.0,0.237,-1.0,1
2017,10,10,38.762,9.058,-1.0,0.394,-1.0,1
2017,10,12,38.762,9.058,-1.0,0.238,-1.0,1
2017,10,13,38.762,9.058,0.02,0.038,0.027000000000000003,1
2017,10,14,38.762,9.058,-1.0,0.226,0.016,1
2017,10,21,38.762,9.058,-1.0,0.139,0.022,1
2017,10,22,38.762,9.058,0.18,0.211,0.049,1
2017,10,23,38.762,9.058,-1.0,0.21600000000000005,0.006,1
2017,10,24,38.762,9.058,-1.0,0.217,0.018000000000000002,1
2017,10,26,38.762,9.058,0.11,0.123,0.038,1
2017,11,2,38.762,9.058,0.16,0.14400000000000002,0.042,1
2017,11,8,38.762,9.058,-1.0,0.191,0.02,1
2017,11,9,38.762,9.058,0.19,0.247,0.094,1
2017,11,13,38.762,9.058,-1.0,0.102,0.042,1
2017,11,14,38.762,9.058,-1.0,0.022,0.023,1
2017,11,15,38.762,9.058,-1.0,0.083,0.023,1
2017,11,16,38.762,9.058,0.11,0.152,0.064,1
2017,11,20,38.762,9.058,-1.0,0.174,0.156,1
2017,11,21,38.762,9.058,-1.0,0.38,0.018000000000000002,1
2017,11,22,38.762,9.058,-1.0,0.181,0.052000000000000005,1
2017,11,27,38.762,9.058,-1.0,0.159,0.083,1
2017,11,30,38.762,9.058,-1.0,0.058,0.03,1
2017,12,1,38.762,9.058,-1.0,0.106,0.066,1
2017,12,2,38.762,9.058,0.08,0.116,0.094,1
2017,12,4,38.762,9.058,-1.0,0.136,0.07200000000000001,1
2017,12,6,38.762,9.058,-1.0,0.254,0.05,1
2017,12,8,38.762,9.058,-1.0,0.306,0.019,1
2017,12,9,38.762,9.058,0.08,0.118,0.069,1
2017,12,11,38.762,9.058,-1.0,0.19,0.125,1
2017,12,13,38.762,9.058,-1.0,0.019,-1.0,1
2017,12,14,38.762,9.058,-1.0,0.025,-1.0,1
2017,12,15,38.762,9.058,-1.0,0.319,0.021,1
2017,12,16,38.762,9.058,-1.0,0.171,0.059,1
2017,12,17,38.762,9.058,0.27,0.259,0.02,1
2017,12,18,38.762,9.058,-1.0,0.153,0.06,1
2017,12,20,38.762,9.058,0.13,0.17,0.115,1
2017,12,21,38.762,9.058,-1.0,0.06,-1.0,1
2017,12,23,38.762,9.058,-1.0,0.042,0.028,1
2017,12,24,38.762,9.058,-1.0,0.228,-1.0,1
2017,12,25,38.762,9.058,0.11,0.098,0.062,1
2017,12,27,38.762,9.058,0.12,0.159,0.097,1
2017,12,29,38.762,9.058,-1.0,0.19,0.14300000000000002,1
2017,12,30,38.762,9.058,0.12,0.084,0.036000000000000004,1
2017,12,31,38.762,9.058,-1.0,0.258,0.038,1
2018,1,1,38.762,9.058,-1.0,0.191,0.058,1
2018,1,2,38.762,9.058,-1.0,0.201,-1.0,1
2018,1,3,38.762,9.058,0.26,0.272,0.073,1
2018,1,5,38.762,9.058,-1.0,0.317,0.098,1
2018,1,7,38.762,9.058,-1.0,0.423,-1.0,1
2018,1,12,38.762,9.058,0.28,0.281,0.114,1
2018,1,15,38.762,9.058,0.11,0.052000000000000005,0.05,1
2018,2,6,38.762,9.058,-1.0,0.245,0.077,1
2018,2,7,38.762,9.058,-1.0,0.028,-1.0,1
2018,2,9,38.762,9.058,0.15,0.14300000000000002,0.013,1
2018,2,15,38.762,9.058,-1.0,0.308,0.075,1
2018,2,16,38.762,9.058,0.08,0.065,0.021,1
2018,2,17,38.762,9.058,-1.0,0.35700000000000004,0.025,1
2018,3,1,38.762,9.058,-1.0,0.379,-1.0,1
2018,3,10,38.762,9.058,0.14,0.206,0.092,1
2018,3,11,38.762,9.058,-1.0,0.107,-1.0,1
2018,3,12,38.762,9.058,-1.0,0.234,0.076,1
2018,3,13,38.762,9.058,0.13,0.121,0.013,1
2018,3,21,38.762,9.058,-1.0,0.205,0.075,1
2018,3,23,38.762,9.058,-1.0,0.244,-1.0,1
2018,3,26,38.762,9.058,-1.0,0.21600000000000005,0.079,1
2018,4,15,38.762,9.058,-1.0,0.098,-1.0,1
2018,4,16,38.762,9.058,0.17,0.13,0.044,1
2018,5,4,38.762,9.058,-1.0,0.153,0.117,1
2018,6,4,38.762,9.058,-1.0,0.119,-1.0,1
2018,6,12,38.762,9.058,-1.0,0.311,-1.0,1
2018,6,16,38.762,9.058,-1.0,0.39,0.023,1
2018,6,17,38.762,9.058,-1.0,0.298,-1.0,1
2018,6,18,38.762,9.058,-1.0,0.45,0.009000000000000001,1
2018,6,21,38.762,9.058,-1.0,0.8759999999999999,-1.0,1
2018,7,4,38.762,9.058,-1.0,0.431,-1.0,1
2018,7,20,38.762,9.058,-1.0,0.816,-1.0,1
2018,8,3,38.762,9.058,-1.0,0.487,-1.0,1
2018,9,2,38.762,9.058,-1.0,0.31,-1.0,1
2018,9,23,38.762,9.058,0.11,0.117,0.006,1
2018,9,24,38.762,9.058,-1.0,0.131,0.039,1
2018,9,28,38.762,9.058,0.01,0.026,0.022,1
2018,9,29,38.762,9.058,-1.0,0.362,-1.0,1
2018,10,2,38.762,9.058,-1.0,0.198,-1.0,1
2018,10,4,38.762,9.058,0.13,0.158,0.053,1
2018,10,6,38.762,9.058,0.15,0.209,0.052000000000000005,1
2018,10,11,38.762,9.058,0.11,0.154,0.044,1
2018,10,13,38.762,9.058,0.34,0.34700000000000003,0.004,1
2018,10,20,38.762,9.058,0.08,0.092,0.056,1
2018,10,26,38.762,9.058,0.12,0.122,0.025,1
2018,10,27,38.762,9.058,0.06,0.07,0.052000000000000005,1
2018,10,31,38.762,9.058,-1.0,0.134,0.04,1
2018,11,1,38.762,9.058,-1.0,0.043,0.042,1
2018,11,2,38.762,9.058,-1.0,0.16699999999999998,0.018000000000000002,1
2018,11,3,38.762,9.058,-1.0,0.235,-1.0,1
2018,11,12,38.762,9.058,0.02,0.091,0.08800000000000001,1
2018,11,14,38.762,9.058,-1.0,0.207,0.013,1
2018,11,18,38.762,9.058,-1.0,0.16699999999999998,0.023,1
2018,11,19,38.762,9.058,0.02,0.07200000000000001,0.061,1
2018,11,21,38.762,9.058,0.07,0.15,0.092,1
2018,11,22,38.762,9.058,-1.0,0.028,0.006,1
2018,11,23,38.762,9.058,-1.0,0.189,0.125,1
2018,11,24,38.762,9.058,-1.0,0.062,0.04,1
2018,11,28,38.762,9.058,0.04,0.084,0.071,1
2018,11,30,38.762,9.058,0.14,0.249,0.102,1
2018,12,1,38.762,9.058,0.04,0.048,0.038,1
2018,12,3,38.762,9.058,-1.0,0.066,0.006999999999999999,1
2018,12,4,38.762,9.058,0.08,0.125,0.059,1
2018,12,5,38.762,9.058,0.07,0.135,0.106,1
2018,12,12,38.762,9.058,-1.0,0.07400000000000001,0.034,1
2018,12,14,38.762,9.058,0.06,0.12,0.09,1
2018,12,16,38.762,9.058,-1.0,0.16699999999999998,0.125,1
2018,12,18,38.762,9.058,-1.0,0.331,-1.0,1
2018,12,19,38.762,9.058,-1.0,0.209,0.018000000000000002,1
2018,12,20,38.762,9.058,0.11,0.155,0.052000000000000005,1
2018,12,21,38.762,9.058,-1.0,0.349,0.019,1
2018,12,23,38.762,9.058,-1.0,0.084,-1.0,1
2018,12,25,38.762,9.058,-1.0,0.138,0.099,1
2018,12,26,38.762,9.058,0.03,0.047,0.05,1
2018,12,27,38.762,9.058,-1.0,0.161,0.08800000000000001,1
2018,12,28,38.762,9.058,-1.0,0.303,0.086,1
2018,12,30,38.762,9.058,-1.0,0.034,-1.0,1
2019,1,1,38.762,9.058,-1.0,0.005,-1.0,1
2019,1,2,38.762,9.058,0.05,0.027000000000000003,0.03,1
2019,1,4,38.762,9.058,-1.0,0.073,0.052000000000000005,1
2019,1,6,38.762,9.058,0.05,0.102,0.069,1
2019,1,10,38.762,9.058,-1.0,0.192,0.099,1
2019,1,11,38.762,9.058,-1.0,0.018000000000000002,0.001,1
2019,1,13,38.762,9.058,-1.0,0.067,-1.0,1
