YYYY,MM,DD,Latitude,Longitude,AOD1,AOD3,STD3
2003,9,21,77.05,28.590999999999998,0.72,0.742,0.037000000000000005
2003,9,22,77.05,28.590999999999998,0.34,0.387,0.113
2003,9,23,77.05,28.590999999999998,0.67,0.6970000000000001,0.09699999999999999
2003,9,27,77.05,28.590999999999998,0.82,0.821,0.032
2003,9,28,77.05,28.590999999999998,0.72,0.755,0.09300000000000001
2003,9,29,77.05,28.590999999999998,-1.0,0.622,0.11199999999999999
2003,9,30,77.05,28.590999999999998,-1.0,0.298,-1.0
2003,10,1,77.05,28.590999999999998,0.4,0.321,0.07
2003,10,2,77.05,28.590999999999998,-1.0,0.455,0.053
2003,10,3,77.05,28.590999999999998,0.18,0.20199999999999999,0.027999999999999997
2003,10,4,77.05,28.590999999999998,0.22,0.257,0.046
2003,10,5,77.05,28.590999999999998,0.33,0.281,0.057
2003,10,6,77.05,28.590999999999998,0.25,0.309,0.098
2003,10,7,77.05,28.590999999999998,0.23,0.235,0.052000000000000005
2003,10,8,77.05,28.590999999999998,0.44,0.42100000000000004,0.102
2003,10,9,77.05,28.590999999999998,-1.0,1.117,0.177
2003,10,10,77.05,28.590999999999998,1.32,1.294,0.18100000000000002
2003,10,11,77.05,28.590999999999998,-1.0,1.022,0.195
2003,10,12,77.05,28.590999999999998,0.45,0.46,0.044000000000000004
2003,10,13,77.05,28.590999999999998,0.19,0.231,0.027000000000000003
2003,10,14,77.05,28.590999999999998,0.34,0.359,0.095
2003,10,15,77.05,28.590999999999998,0.57,0.514,0.057
2003,10,17,77.05,28.590999999999998,0.43,0.344,0.092
2003,10,19,77.05,28.590999999999998,1.06,1.3019999999999998,0.209
2003,10,20,77.05,28.590999999999998,0.42,0.534,0.10099999999999999
2003,10,21,77.05,28.590999999999998,0.78,0.7240000000000001,0.19
2003,10,22,77.05,28.590999999999998,1.4,1.337,0.175
2003,10,24,77.05,28.590999999999998,0.64,0.535,0.091
2003,10,25,77.05,28.590999999999998,-1.0,0.6940000000000001,0.10099999999999999
2003,10,26,77.05,28.590999999999998,0.53,0.623,0.156
2003,10,27,77.05,28.590999999999998,-1.0,1.7180000000000002,0.135
2003,10,28,77.05,28.590999999999998,0.67,0.698,0.105
2003,10,29,77.05,28.590999999999998,1.17,1.038,0.14
2003,10,30,77.05,28.590999999999998,1.32,1.4080000000000001,0.155
2003,10,31,77.05,28.590999999999998,1.21,1.125,0.138
2003,11,1,77.05,28.590999999999998,-1.0,0.878,-1.0
2003,11,2,77.05,28.590999999999998,0.32,0.36,0.09
2003,11,3,77.05,28.590999999999998,-1.0,0.785,0.040999999999999995
2003,11,4,77.05,28.590999999999998,0.35,0.39,0.065
2003,11,5,77.05,28.590999999999998,-1.0,0.963,-1.0
2003,11,6,77.05,28.590999999999998,-1.0,0.433,0.073
2003,11,7,77.05,28.590999999999998,0.63,0.6,0.055999999999999994
2003,11,8,77.05,28.590999999999998,-1.0,0.469,0.009000000000000001
2003,11,9,77.05,28.590999999999998,0.21,0.24100000000000002,0.063
2003,11,10,77.05,28.590999999999998,-1.0,0.473,0.006
2003,11,11,77.05,28.590999999999998,0.29,0.304,0.043
2003,11,12,77.05,28.590999999999998,-1.0,0.735,0.092
2003,11,15,77.05,28.590999999999998,-1.0,0.643,0.009000000000000001
2003,11,18,77.05,28.590999999999998,0.64,0.7809999999999999,0.077
2003,11,19,77.05,28.590999999999998,-1.0,0.518,0.066
2003,11,20,77.05,28.590999999999998,0.21,0.251,0.047
2003,11,21,77.05,28.590999999999998,0.24,0.195,0.043
2003,11,22,77.05,28.590999999999998,0.5,0.43799999999999994,0.077
2003,11,23,77.05,28.590999999999998,0.87,0.738,0.134
2003,11,25,77.05,28.590999999999998,0.45,0.401,0.068
2003,11,27,77.05,28.590999999999998,0.42,0.39899999999999997,0.09300000000000001
2003,11,29,77.05,28.590999999999998,0.55,0.5720000000000001,0.045
2003,11,30,77.05,28.590999999999998,-1.0,0.5920000000000001,0.045
2003,12,1,77.05,28.590999999999998,-1.0,0.33399999999999996,0.013000000000000001
2003,12,2,77.05,28.590999999999998,0.62,0.5479999999999999,0.109
2003,12,3,77.05,28.590999999999998,-1.0,0.506,0.138
2003,12,4,77.05,28.590999999999998,0.72,0.711,0.10400000000000001
2003,12,5,77.05,28.590999999999998,0.5,0.5,0.01
2003,12,6,77.05,28.590999999999998,-1.0,0.344,0.055
2003,12,7,77.05,28.590999999999998,0.36,0.37,0.023
2003,12,8,77.05,28.590999999999998,0.54,0.55,0.07200000000000001
2003,12,11,77.05,28.590999999999998,1.26,1.2670000000000001,0.081
2003,12,13,77.05,28.590999999999998,1.02,0.956,0.09300000000000001
2003,12,14,77.05,28.590999999999998,0.72,0.664,0.061
2003,12,25,77.05,28.590999999999998,-1.0,0.637,-1.0
2003,12,27,77.05,28.590999999999998,-1.0,2.76,0.192
2003,12,29,77.05,28.590999999999998,0.41,0.44299999999999995,0.198
2004,1,8,77.05,28.590999999999998,0.5,0.402,0.12
2004,1,9,77.05,28.590999999999998,0.28,0.281,0.015
2004,1,10,77.05,28.590999999999998,-1.0,0.382,0.102
2004,1,11,77.05,28.590999999999998,-1.0,0.425,-1.0
2004,1,12,77.05,28.590999999999998,0.56,0.574,0.146
2004,1,17,77.05,28.590999999999998,0.81,0.8490000000000001,0.08900000000000001
2004,1,25,77.05,28.590999999999998,-1.0,0.65,-1.0
2004,1,26,77.05,28.590999999999998,-1.0,0.424,-1.0
2004,1,27,77.05,28.590999999999998,-1.0,0.696,-1.0
2004,1,28,77.05,28.590999999999998,-1.0,0.49700000000000005,0.096
2004,1,29,77.05,28.590999999999998,-1.0,0.569,-1.0
2004,2,2,77.05,28.590999999999998,-1.0,0.19699999999999998,0.034
2004,2,3,77.05,28.590999999999998,-1.0,0.237,0.008
2004,2,4,77.05,28.590999999999998,-1.0,0.20199999999999999,0.076
2004,2,6,77.05,28.590999999999998,0.46,0.48700000000000004,0.096
2004,2,7,77.05,28.590999999999998,-1.0,0.187,0.084
2004,2,8,77.05,28.590999999999998,-1.0,0.35200000000000004,0.105
2004,2,9,77.05,28.590999999999998,-1.0,0.342,0.033
2004,2,10,77.05,28.590999999999998,-1.0,0.695,0.151
2004,2,11,77.05,28.590999999999998,-1.0,1.22,0.145
2004,2,13,77.05,28.590999999999998,0.34,0.40700000000000003,0.107
2004,2,14,77.05,28.590999999999998,-1.0,0.32799999999999996,-1.0
2004,2,15,77.05,28.590999999999998,0.38,0.366,0.09
2004,2,18,77.05,28.590999999999998,-1.0,0.617,0.061
2004,2,20,77.05,28.590999999999998,-1.0,0.226,0.06
2004,2,22,77.05,28.590999999999998,0.44,0.483,0.141
2004,2,23,77.05,28.590999999999998,-1.0,0.16899999999999998,0.059000000000000004
2004,2,24,77.05,28.590999999999998,-1.0,0.276,0.10099999999999999
2004,2,25,77.05,28.590999999999998,-1.0,0.299,-1.0
2004,2,26,77.05,28.590999999999998,-1.0,0.368,0.107
2004,2,27,77.05,28.590999999999998,-1.0,0.36200000000000004,0.078
2004,2,28,77.05,28.590999999999998,-1.0,0.652,0.042
2004,2,29,77.05,28.590999999999998,0.19,0.268,0.08900000000000001
2004,3,1,77.05,28.590999999999998,-1.0,0.141,-1.0
2004,3,2,77.05,28.590999999999998,0.14,0.161,0.067
2004,3,3,77.05,28.590999999999998,-1.0,0.153,0.023
2004,3,4,77.05,28.590999999999998,-1.0,0.299,0.09699999999999999
2004,3,5,77.05,28.590999999999998,-1.0,0.27899999999999997,0.077
2004,3,6,77.05,28.590999999999998,0.32,0.341,0.017
2004,3,7,77.05,28.590999999999998,0.14,0.174,0.037000000000000005
2004,3,9,77.05,28.590999999999998,-1.0,0.44,0.126
2004,3,10,77.05,28.590999999999998,-1.0,0.5870000000000001,0.086
2004,3,11,77.05,28.590999999999998,0.39,0.354,0.165
2004,3,12,77.05,28.590999999999998,-1.0,0.754,0.08
2004,3,13,77.05,28.590999999999998,-1.0,0.522,0.13
2004,3,14,77.05,28.590999999999998,0.34,0.366,0.10300000000000001
2004,3,15,77.05,28.590999999999998,-1.0,0.545,0.037000000000000005
2004,3,16,77.05,28.590999999999998,0.43,0.395,0.14300000000000002
2004,3,17,77.05,28.590999999999998,-1.0,0.235,0.009000000000000001
2004,3,18,77.05,28.590999999999998,0.18,0.268,0.053
2004,3,19,77.05,28.590999999999998,-1.0,0.5479999999999999,0.018000000000000002
2004,3,20,77.05,28.590999999999998,-1.0,0.16899999999999998,0.042
2004,3,21,77.05,28.590999999999998,0.31,0.318,0.028999999999999998
2004,3,22,77.05,28.590999999999998,-1.0,0.556,-1.0
2004,3,23,77.05,28.590999999999998,0.8,0.65,0.155
2004,3,25,77.05,28.590999999999998,0.46,0.5579999999999999,0.145
2004,3,26,77.05,28.590999999999998,-1.0,0.379,0.008
2004,3,27,77.05,28.590999999999998,0.3,0.364,0.047
2004,3,28,77.05,28.590999999999998,0.46,0.452,0.055
2004,3,29,77.05,28.590999999999998,0.39,0.405,0.018000000000000002
2004,3,30,77.05,28.590999999999998,0.29,0.332,0.114
2004,3,31,77.05,28.590999999999998,0.41,0.374,0.08199999999999999
2004,4,1,77.05,28.590999999999998,-1.0,0.406,0.16699999999999998
2004,4,2,77.05,28.590999999999998,0.44,0.434,0.017
2004,4,3,77.05,28.590999999999998,-1.0,0.368,0.067
2004,4,4,77.05,28.590999999999998,0.51,0.551,0.069
2004,4,5,77.05,28.590999999999998,-1.0,0.583,0.157
2004,4,6,77.05,28.590999999999998,-1.0,0.7290000000000001,-1.0
2004,4,7,77.05,28.590999999999998,-1.0,0.475,0.023
2004,4,8,77.05,28.590999999999998,-1.0,0.7809999999999999,0.152
2004,4,9,77.05,28.590999999999998,-1.0,0.509,0.023
2004,4,10,77.05,28.590999999999998,-1.0,1.03,0.263
2004,4,11,77.05,28.590999999999998,0.42,0.429,0.033
2004,4,12,77.05,28.590999999999998,-1.0,0.325,0.052000000000000005
2004,4,13,77.05,28.590999999999998,0.42,0.384,0.046
2004,4,14,77.05,28.590999999999998,0.41,0.40399999999999997,0.01
2004,4,15,77.05,28.590999999999998,0.5,0.465,0.14300000000000002
2004,4,16,77.05,28.590999999999998,-1.0,0.606,-1.0
2004,4,17,77.05,28.590999999999998,1.28,1.178,0.35100000000000003
2004,4,18,77.05,28.590999999999998,0.99,1.001,0.042
2004,4,19,77.05,28.590999999999998,0.52,0.64,0.172
2004,4,20,77.05,28.590999999999998,-1.0,0.87,0.027000000000000003
2004,4,21,77.05,28.590999999999998,0.69,0.685,0.066
2004,4,24,77.05,28.590999999999998,0.48,0.5870000000000001,0.21100000000000002
2004,4,26,77.05,28.590999999999998,-1.0,0.535,0.20800000000000002
2004,4,27,77.05,28.590999999999998,-1.0,0.813,0.11800000000000001
2004,4,29,77.05,28.590999999999998,1.03,1.037,-1.0
2004,5,1,77.05,28.590999999999998,1.29,1.24,0.087
2004,5,2,77.05,28.590999999999998,-1.0,1.0270000000000001,0.037000000000000005
2004,5,3,77.05,28.590999999999998,0.41,0.428,0.055
2004,5,4,77.05,28.590999999999998,-1.0,0.7090000000000001,0.025
2004,5,5,77.05,28.590999999999998,-1.0,0.38799999999999996,0.052000000000000005
2004,5,6,77.05,28.590999999999998,-1.0,0.529,0.08800000000000001
2004,5,7,77.05,28.590999999999998,0.39,0.361,0.031
2004,5,8,77.05,28.590999999999998,-1.0,0.551,0.049
2004,5,10,77.05,28.590999999999998,-1.0,0.35600000000000004,0.10099999999999999
2004,5,13,77.05,28.590999999999998,-1.0,0.27899999999999997,-1.0
2004,5,14,77.05,28.590999999999998,-1.0,0.377,0.07200000000000001
2004,5,15,77.05,28.590999999999998,-1.0,0.45799999999999996,0.018000000000000002
2004,5,16,77.05,28.590999999999998,-1.0,0.59,0.033
2004,5,17,77.05,28.590999999999998,-1.0,0.273,0.132
2004,5,18,77.05,28.590999999999998,-1.0,0.484,0.01
2004,5,19,77.05,28.590999999999998,-1.0,0.638,0.115
2004,5,20,77.05,28.590999999999998,-1.0,1.242,0.012
2004,5,21,77.05,28.590999999999998,-1.0,0.805,0.218
2004,5,22,77.05,28.590999999999998,-1.0,0.8540000000000001,0.163
2004,5,23,77.05,28.590999999999998,-1.0,1.6019999999999999,0.127
2004,5,24,77.05,28.590999999999998,-1.0,1.097,0.102
2004,5,25,77.05,28.590999999999998,-1.0,1.4569999999999999,-1.0
2004,5,28,77.05,28.590999999999998,0.45,0.48700000000000004,0.187
2004,5,29,77.05,28.590999999999998,-1.0,0.556,-1.0
2004,5,30,77.05,28.590999999999998,-1.0,0.607,0.077
2004,5,31,77.05,28.590999999999998,-1.0,0.506,0.052000000000000005
2004,6,1,77.05,28.590999999999998,-1.0,0.45899999999999996,0.015
2004,6,2,77.05,28.590999999999998,-1.0,0.9620000000000001,0.33
2004,6,3,77.05,28.590999999999998,-1.0,0.6759999999999999,-1.0
2004,6,4,77.05,28.590999999999998,-1.0,0.8029999999999999,0.184
2004,6,7,77.05,28.590999999999998,-1.0,0.769,0.033
2004,6,8,77.05,28.590999999999998,-1.0,0.799,0.161
2004,6,11,77.05,28.590999999999998,-1.0,0.5379999999999999,-1.0
2004,6,18,77.05,28.590999999999998,-1.0,1.3230000000000002,-1.0
2004,6,21,77.05,28.590999999999998,-1.0,0.77,-1.0
2004,6,27,77.05,28.590999999999998,0.47,0.618,0.16399999999999998
2004,6,29,77.05,28.590999999999998,-1.0,0.228,0.14
2004,6,30,77.05,28.590999999999998,-1.0,0.643,0.013000000000000001
2004,7,1,77.05,28.590999999999998,-1.0,0.631,0.40299999999999997
2004,7,3,77.05,28.590999999999998,-1.0,0.8109999999999999,0.08900000000000001
2004,7,4,77.05,28.590999999999998,0.83,0.956,0.105
2004,7,11,77.05,28.590999999999998,-1.0,1.6159999999999999,0.1
2004,7,13,77.05,28.590999999999998,-1.0,1.8659999999999999,0.155
2004,7,18,77.05,28.590999999999998,-1.0,0.88,0.11199999999999999
2004,7,19,77.05,28.590999999999998,-1.0,0.773,0.076
2004,7,20,77.05,28.590999999999998,-1.0,1.7069999999999999,0.11599999999999999
2004,7,22,77.05,28.590999999999998,-1.0,1.945,0.147
2004,7,23,77.05,28.590999999999998,-1.0,1.157,0.03
2004,7,26,77.05,28.590999999999998,-1.0,0.972,0.10099999999999999
2004,8,19,77.05,28.590999999999998,-1.0,0.813,0.062
2004,8,20,77.05,28.590999999999998,-1.0,1.334,0.059000000000000004
2004,8,21,77.05,28.590999999999998,-1.0,0.9359999999999999,-1.0
2004,8,27,77.05,28.590999999999998,0.81,0.7909999999999999,0.039
2004,8,28,77.05,28.590999999999998,-1.0,0.8079999999999999,0.065
2004,8,29,77.05,28.590999999999998,0.88,0.882,0.006999999999999999
2004,8,30,77.05,28.590999999999998,0.86,0.909,0.083
2004,9,1,77.05,28.590999999999998,0.58,0.705,0.10300000000000001
2004,9,2,77.05,28.590999999999998,-1.0,0.574,-1.0
2004,9,3,77.05,28.590999999999998,0.45,0.55,0.11900000000000001
2004,9,4,77.05,28.590999999999998,-1.0,0.39399999999999996,0.03
2004,9,5,77.05,28.590999999999998,-1.0,0.41200000000000003,0.079
2004,9,6,77.05,28.590999999999998,-1.0,0.314,0.084
2004,9,7,77.05,28.590999999999998,-1.0,0.465,0.032
2004,9,8,77.05,28.590999999999998,0.09,0.18899999999999997,0.075
2004,9,9,77.05,28.590999999999998,-1.0,0.268,0.003
2004,9,10,77.05,28.590999999999998,0.91,0.745,0.125
2004,9,12,77.05,28.590999999999998,-1.0,0.49700000000000005,0.124
2004,9,13,77.05,28.590999999999998,-1.0,0.45399999999999996,0.038
2004,9,14,77.05,28.590999999999998,-1.0,0.521,0.046
2004,9,15,77.05,28.590999999999998,-1.0,0.75,0.023
2004,9,23,77.05,28.590999999999998,-1.0,0.596,0.086
2004,9,24,77.05,28.590999999999998,0.69,0.642,0.083
2004,9,25,77.05,28.590999999999998,-1.0,0.484,-1.0
2004,9,26,77.05,28.590999999999998,-1.0,0.419,0.156
2004,9,27,77.05,28.590999999999998,-1.0,0.38,0.02
2004,9,28,77.05,28.590999999999998,-1.0,0.465,0.115
2004,9,29,77.05,28.590999999999998,1.01,1.068,0.076
2004,9,30,77.05,28.590999999999998,-1.0,0.563,0.076
2004,10,1,77.05,28.590999999999998,0.78,0.64,0.10300000000000001
2004,10,6,77.05,28.590999999999998,-1.0,0.617,0.14
2004,10,7,77.05,28.590999999999998,-1.0,0.85,0.063
2004,10,8,77.05,28.590999999999998,0.38,0.38,0.105
2004,10,13,77.05,28.590999999999998,0.75,0.679,0.12
2004,10,14,77.05,28.590999999999998,-1.0,1.861,0.251
2004,10,15,77.05,28.590999999999998,0.66,0.8340000000000001,0.20199999999999999
2004,10,16,77.05,28.590999999999998,-1.0,1.425,0.06
2004,10,17,77.05,28.590999999999998,1.28,1.253,0.11699999999999999
2004,10,19,77.05,28.590999999999998,0.49,0.6759999999999999,0.205
2004,10,20,77.05,28.590999999999998,-1.0,0.894,0.037000000000000005
2004,10,21,77.05,28.590999999999998,-1.0,1.287,0.086
2004,10,22,77.05,28.590999999999998,-1.0,2.641,0.187
2004,10,23,77.05,28.590999999999998,-1.0,0.934,0.08800000000000001
2004,10,24,77.05,28.590999999999998,1.42,1.3030000000000002,0.321
2004,10,25,77.05,28.590999999999998,-1.0,1.4140000000000001,0.027000000000000003
2004,10,26,77.05,28.590999999999998,1.1,1.083,0.077
2004,10,27,77.05,28.590999999999998,-1.0,1.3969999999999998,-1.0
2004,10,28,77.05,28.590999999999998,-1.0,1.839,0.11599999999999999
2004,10,29,77.05,28.590999999999998,-1.0,1.345,0.322
2004,10,30,77.05,28.590999999999998,-1.0,0.88,0.091
2004,10,31,77.05,28.590999999999998,-1.0,0.782,0.077
2004,11,1,77.05,28.590999999999998,0.62,0.6859999999999999,0.163
2004,11,2,77.05,28.590999999999998,0.4,0.44299999999999995,0.115
2004,11,4,77.05,28.590999999999998,0.43,0.32899999999999996,0.069
2004,11,5,77.05,28.590999999999998,-1.0,0.5429999999999999,-1.0
2004,11,6,77.05,28.590999999999998,0.69,0.75,0.126
2004,11,7,77.05,28.590999999999998,-1.0,0.593,0.066
2004,11,8,77.05,28.590999999999998,-1.0,0.511,0.073
2004,11,9,77.05,28.590999999999998,0.35,0.47,0.083
2004,11,10,77.05,28.590999999999998,-1.0,0.436,0.021
2004,11,11,77.05,28.590999999999998,0.76,0.532,0.127
2004,11,12,77.05,28.590999999999998,-1.0,0.434,0.022000000000000002
2004,11,13,77.05,28.590999999999998,0.33,0.37200000000000005,0.1
2004,11,14,77.05,28.590999999999998,-1.0,0.532,0.084
2004,11,15,77.05,28.590999999999998,0.43,0.469,0.057999999999999996
2004,11,16,77.05,28.590999999999998,0.5,0.486,0.105
2004,11,18,77.05,28.590999999999998,0.59,0.5760000000000001,0.10099999999999999
2004,11,19,77.05,28.590999999999998,-1.0,0.369,-1.0
2004,11,20,77.05,28.590999999999998,0.49,0.516,0.051
2004,11,21,77.05,28.590999999999998,-1.0,0.447,0.077
2004,11,22,77.05,28.590999999999998,-1.0,0.516,0.047
2004,11,23,77.05,28.590999999999998,0.59,0.583,0.069
2004,11,24,77.05,28.590999999999998,0.41,0.444,0.051
2004,11,25,77.05,28.590999999999998,-1.0,0.9390000000000001,0.158
2004,11,27,77.05,28.590999999999998,1.54,1.4809999999999999,0.134
2004,11,28,77.05,28.590999999999998,0.6,0.604,0.004
2004,11,29,77.05,28.590999999999998,-1.0,0.369,0.077
2004,11,30,77.05,28.590999999999998,-1.0,0.445,-1.0
2004,12,1,77.05,28.590999999999998,0.64,0.586,0.079
2004,12,2,77.05,28.590999999999998,0.62,0.669,0.054000000000000006
2004,12,3,77.05,28.590999999999998,0.52,0.49,0.067
2004,12,4,77.05,28.590999999999998,-1.0,0.447,0.061
2004,12,5,77.05,28.590999999999998,-1.0,0.358,-1.0
2004,12,6,77.05,28.590999999999998,0.26,0.281,0.07400000000000001
2004,12,8,77.05,28.590999999999998,0.53,0.578,0.079
2004,12,9,77.05,28.590999999999998,-1.0,0.466,-1.0
2004,12,10,77.05,28.590999999999998,0.4,0.366,0.045
2004,12,11,77.05,28.590999999999998,0.97,0.887,0.08199999999999999
2004,12,12,77.05,28.590999999999998,-1.0,0.821,0.053
2004,12,13,77.05,28.590999999999998,-1.0,0.655,0.087
2004,12,14,77.05,28.590999999999998,-1.0,0.528,0.069
2004,12,15,77.05,28.590999999999998,0.4,0.426,0.07400000000000001
2004,12,16,77.05,28.590999999999998,-1.0,0.37,0.033
2004,12,17,77.05,28.590999999999998,0.43,0.397,0.048
2004,12,18,77.05,28.590999999999998,0.73,0.7340000000000001,0.003
2004,12,19,77.05,28.590999999999998,0.41,0.434,0.155
2004,12,26,77.05,28.590999999999998,0.58,0.498,0.124
2004,12,27,77.05,28.590999999999998,0.47,0.45,0.031
2004,12,29,77.05,28.590999999999998,0.81,0.8109999999999999,0.10300000000000001
2005,1,1,77.05,28.590999999999998,-1.0,1.1740000000000002,0.35100000000000003
2005,1,7,77.05,28.590999999999998,0.39,0.40700000000000003,0.042
2005,1,8,77.05,28.590999999999998,-1.0,0.6509999999999999,0.059000000000000004
2005,1,9,77.05,28.590999999999998,0.42,0.424,0.068
2005,1,10,77.05,28.590999999999998,-1.0,1.2790000000000001,-1.0
2005,1,12,77.05,28.590999999999998,0.44,0.405,0.064
2005,1,13,77.05,28.590999999999998,-1.0,0.486,0.02
2005,1,14,77.05,28.590999999999998,-1.0,0.345,0.054000000000000006
2005,1,15,77.05,28.590999999999998,-1.0,0.34600000000000003,0.114
2005,1,17,77.05,28.590999999999998,-1.0,1.358,0.057
2005,1,18,77.05,28.590999999999998,-1.0,0.638,-1.0
2005,1,19,77.05,28.590999999999998,0.45,0.457,0.068
2005,1,20,77.05,28.590999999999998,0.63,0.535,0.154
2005,1,26,77.05,28.590999999999998,0.63,0.546,0.146
2005,1,27,77.05,28.590999999999998,0.62,0.6409999999999999,0.037000000000000005
2005,1,28,77.05,28.590999999999998,-1.0,0.77,0.03
2005,1,30,77.05,28.590999999999998,0.9,0.871,0.067
2005,1,31,77.05,28.590999999999998,-1.0,0.765,-1.0
2005,2,1,77.05,28.590999999999998,0.34,0.42700000000000005,0.09300000000000001
2005,2,2,77.05,28.590999999999998,-1.0,0.46799999999999997,0.054000000000000006
2005,2,3,77.05,28.590999999999998,0.47,0.53,0.052000000000000005
2005,2,4,77.05,28.590999999999998,0.81,0.831,0.068
2005,2,5,77.05,28.590999999999998,-1.0,0.85,-1.0
2005,2,8,77.05,28.590999999999998,0.6,0.583,0.098
2005,2,11,77.05,28.590999999999998,0.25,0.272,0.04
2005,2,12,77.05,28.590999999999998,0.44,0.445,0.047
2005,2,13,77.05,28.590999999999998,0.4,0.365,0.055
2005,2,18,77.05,28.590999999999998,0.29,0.31,0.015
2005,2,19,77.05,28.590999999999998,-1.0,0.449,0.132
2005,2,20,77.05,28.590999999999998,-1.0,0.21899999999999997,0.033
2005,2,21,77.05,28.590999999999998,-1.0,0.376,0.05
2005,2,22,77.05,28.590999999999998,0.23,0.27,0.065
2005,2,23,77.05,28.590999999999998,-1.0,0.48700000000000004,0.043
2005,2,25,77.05,28.590999999999998,0.35,0.35100000000000003,0.028999999999999998
2005,2,26,77.05,28.590999999999998,-1.0,0.293,0.03
2005,2,27,77.05,28.590999999999998,0.18,0.183,0.04
2005,3,2,77.05,28.590999999999998,0.34,0.317,0.022000000000000002
2005,3,3,77.05,28.590999999999998,0.41,0.45399999999999996,0.08
2005,3,5,77.05,28.590999999999998,-1.0,0.24,0.10400000000000001
2005,3,6,77.05,28.590999999999998,-1.0,0.47700000000000004,0.15
2005,3,8,77.05,28.590999999999998,0.6,0.623,0.139
2005,3,12,77.05,28.590999999999998,0.3,0.33799999999999997,0.066
2005,3,14,77.05,28.590999999999998,0.48,0.557,0.138
2005,3,15,77.05,28.590999999999998,0.4,0.382,0.075
2005,3,16,77.05,28.590999999999998,0.65,0.6579999999999999,0.13
2005,3,17,77.05,28.590999999999998,0.53,0.5670000000000001,0.096
2005,3,21,77.05,28.590999999999998,0.15,0.281,0.1
2005,3,23,77.05,28.590999999999998,0.58,0.47100000000000003,0.081
2005,3,24,77.05,28.590999999999998,0.2,0.26,0.061
2005,3,25,77.05,28.590999999999998,0.27,0.28,0.042
2005,3,26,77.05,28.590999999999998,0.29,0.244,0.08900000000000001
2005,3,28,77.05,28.590999999999998,0.23,0.23199999999999998,0.13
2005,3,29,77.05,28.590999999999998,-1.0,0.46299999999999997,0.016
2005,3,30,77.05,28.590999999999998,-1.0,0.22,0.077
2005,3,31,77.05,28.590999999999998,-1.0,0.16699999999999998,0.034
2005,4,1,77.05,28.590999999999998,-1.0,0.091,-1.0
2005,4,2,77.05,28.590999999999998,0.16,0.187,0.10300000000000001
2005,4,3,77.05,28.590999999999998,-1.0,0.317,-1.0
2005,4,4,77.05,28.590999999999998,0.21,0.237,0.12
2005,4,5,77.05,28.590999999999998,-1.0,0.28800000000000003,0.047
2005,4,6,77.05,28.590999999999998,-1.0,0.304,0.07200000000000001
2005,4,7,77.05,28.590999999999998,-1.0,0.505,0.092
2005,4,8,77.05,28.590999999999998,1.55,1.5419999999999998,0.121
2005,4,9,77.05,28.590999999999998,-1.0,0.601,0.2
2005,4,10,77.05,28.590999999999998,0.74,0.7140000000000001,0.038
2005,4,11,77.05,28.590999999999998,-1.0,0.536,0.096
2005,4,13,77.05,28.590999999999998,-1.0,0.373,0.09
2005,4,14,77.05,28.590999999999998,-1.0,0.402,0.094
2005,4,15,77.05,28.590999999999998,-1.0,0.473,0.138
2005,4,16,77.05,28.590999999999998,-1.0,0.358,-1.0
2005,4,17,77.05,28.590999999999998,-1.0,0.239,0.11599999999999999
2005,4,18,77.05,28.590999999999998,-1.0,0.243,0.048
2005,4,23,77.05,28.590999999999998,-1.0,0.499,-1.0
2005,4,24,77.05,28.590999999999998,-1.0,0.45399999999999996,0.131
2005,4,25,77.05,28.590999999999998,-1.0,0.447,0.107
2005,4,27,77.05,28.590999999999998,0.56,0.486,0.079
2005,4,29,77.05,28.590999999999998,1.3,1.181,0.175
2005,4,30,77.05,28.590999999999998,-1.0,0.7190000000000001,0.301
2005,5,3,77.05,28.590999999999998,-1.0,0.7929999999999999,-1.0
2005,5,4,77.05,28.590999999999998,-1.0,1.014,0.309
2005,5,7,77.05,28.590999999999998,-1.0,0.552,0.001
2005,5,8,77.05,28.590999999999998,-1.0,0.565,0.09
2005,5,9,77.05,28.590999999999998,-1.0,0.469,0.067
2005,5,10,77.05,28.590999999999998,0.5,0.445,0.09
2005,5,11,77.05,28.590999999999998,-1.0,0.308,0.145
2005,5,12,77.05,28.590999999999998,0.4,0.35700000000000004,0.064
2005,5,13,77.05,28.590999999999998,0.57,0.49,0.12300000000000001
2005,5,15,77.05,28.590999999999998,-1.0,0.364,-1.0
2005,5,16,77.05,28.590999999999998,-1.0,0.41100000000000003,0.023
2005,5,17,77.05,28.590999999999998,0.63,0.5539999999999999,0.077
2005,5,18,77.05,28.590999999999998,-1.0,0.467,0.028999999999999998
2005,5,19,77.05,28.590999999999998,0.55,0.517,0.048
2005,5,20,77.05,28.590999999999998,-1.0,0.435,0.1
2005,5,21,77.05,28.590999999999998,-1.0,0.5760000000000001,0.046
2005,5,24,77.05,28.590999999999998,-1.0,0.43200000000000005,0.084
2005,5,25,77.05,28.590999999999998,-1.0,0.705,-1.0
2005,5,26,77.05,28.590999999999998,-1.0,0.525,0.048
2005,5,27,77.05,28.590999999999998,-1.0,0.331,0.09699999999999999
2005,5,28,77.05,28.590999999999998,0.41,0.415,0.05
2005,5,31,77.05,28.590999999999998,-1.0,0.439,0.125
2005,6,1,77.05,28.590999999999998,-1.0,0.20600000000000002,0.054000000000000006
